Age,Overall,Potential,Special,International Reputation,Weak Foot,Skill Moves,Contract Valid Until,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
31,63,63,1148,1,2,1,2020,11,13,12,38,11,18,19,20,32,28,45,54,46,59,42,38,60,37,64,12,25,22,12,48,16,52,24,13,20,64,63,56,65,61
30,63,63,1568,1,3,2,2020,65,35,52,61,30,52,45,47,56,62,60,55,62,55,65,29,45,72,68,39,78,61,50,50,43,63,64,66,64,6,6,6,8,11
34,63,63,1076,1,2,1,2019,14,9,11,37,9,14,13,13,35,26,27,30,57,60,45,38,56,27,57,16,31,14,14,51,26,56,11,11,19,65,60,53,62,65
27,63,63,1465,1,2,2,2020,33,38,64,50,32,38,32,50,41,55,55,33,49,52,64,61,69,63,73,37,65,66,25,37,43,60,54,66,66,10,10,7,13,14
28,63,64,974,1,3,1,2021,12,10,13,26,9,12,13,11,24,18,35,32,28,56,45,25,57,25,60,10,27,17,10,31,17,49,12,14,13,61,61,62,64,64
23,63,68,1390,1,3,2,2021,28,22,64,45,24,38,24,31,33,50,66,71,66,52,50,38,74,69,75,19,52,61,29,35,37,56,63,64,64,7,8,8,13,10
30,63,63,1668,1,4,2,2019,50,64,62,57,56,62,59,61,56,65,68,68,61,57,59,62,67,66,65,58,72,48,62,60,60,65,29,36,27,7,13,7,13,11
27,63,66,919,1,3,1,2019,13,8,11,31,6,17,12,10,29,19,24,27,22,64,29,25,40,19,68,9,22,8,7,36,12,37,20,10,9,68,60,68,49,67
25,63,67,1649,1,3,2,2018,54,52,50,58,49,63,48,45,57,54,72,78,51,60,61,52,54,78,61,53,65,64,52,57,44,50,58,58,55,11,11,7,11,6
20,63,75,1739,1,3,2,2020,50,60,55,72,40,60,65,64,65,64,68,66,72,61,83,71,63,68,48,58,59,49,58,55,55,56,54,50,59,6,7,14,11,9
21,63,74,927,1,3,1,2020,11,9,13,26,8,10,12,12,21,13,34,36,42,56,32,25,58,18,58,6,19,12,7,32,19,39,8,13,10,63,60,57,61,66
18,63,81,1751,1,3,3,2021,59,46,49,64,53,63,60,44,63,64,64,69,76,61,83,57,80,74,55,47,54,64,58,65,54,63,56,59,57,13,9,11,14,6
24,63,67,1553,1,4,3,2021,59,63,39,59,61,74,58,43,40,69,79,78,78,61,77,54,69,60,49,59,36,18,65,48,48,50,24,17,19,8,15,7,8,11
28,63,63,1747,1,3,2,2021,46,52,58,63,54,60,64,56,60,64,61,66,66,61,65,67,73,65,65,59,65,64,52,52,57,58,60,63,62,12,10,7,12,6
22,63,73,1511,1,3,2,2020,47,32,68,54,25,31,49,53,39,53,63,63,57,55,61,47,68,63,77,28,52,53,48,39,35,44,65,64,60,15,10,12,11,14
19,63,71,1614,1,2,3,2021,46,63,44,55,59,74,47,36,40,67,82,77,92,65,90,64,84,60,40,55,35,25,65,53,58,55,29,21,35,13,11,10,10,9
33,63,63,1474,1,2,2,2018,41,24,50,51,29,37,44,39,45,50,53,58,65,66,57,47,82,53,78,33,76,60,30,41,38,55,61,61,60,9,9,9,9,9
21,63,73,1605,1,3,3,2022,60,65,52,59,55,65,70,41,48,64,79,78,73,59,67,66,45,58,54,65,32,24,58,53,40,64,48,35,26,12,15,12,14,13
20,63,79,1396,1,4,2,2020,29,18,59,53,26,25,25,27,43,64,65,69,62,56,62,41,80,69,74,20,55,55,33,32,35,51,60,64,63,6,8,5,7,6
18,63,80,1641,1,4,3,2020,63,50,50,68,50,64,65,50,63,63,76,71,85,56,81,58,60,52,49,45,53,32,51,62,52,55,41,43,42,11,11,9,10,5
17,63,81,1645,1,3,3,2021,59,62,54,57,47,67,57,63,48,67,79,77,69,50,78,68,61,65,71,56,52,21,59,49,59,48,35,35,30,13,9,5,13,10
18,63,80,1568,1,3,3,2021,41,62,53,56,51,69,46,35,51,64,77,75,73,65,71,69,69,66,61,67,33,19,64,55,72,60,27,15,20,5,8,8,10,11
32,63,63,1599,1,3,2,2019,61,32,62,62,25,56,47,50,59,60,55,59,62,59,72,41,73,76,68,46,49,58,40,51,31,64,63,65,61,14,14,6,10,12
24,63,68,1078,1,3,1,2019,14,17,18,26,13,18,17,17,27,22,49,54,34,61,60,20,61,20,55,14,26,23,17,20,20,58,11,14,20,63,61,60,62,64
26,63,64,1672,1,4,3,2020,60,55,37,59,51,63,59,56,54,62,75,71,86,59,82,57,65,66,49,61,35,33,58,61,56,64,48,48,43,12,11,16,15,9
23,63,68,1758,1,3,3,,57,58,56,64,38,62,61,63,64,61,71,70,68,63,72,58,72,71,69,61,65,55,62,64,49,70,48,52,47,12,11,10,14,10
23,63,68,1676,1,3,2,2019,41,35,65,60,39,51,48,49,57,57,67,66,62,53,66,57,71,80,73,43,79,61,48,54,52,55,66,61,58,9,13,13,13,9
26,63,64,1604,1,3,2,2020,40,35,70,63,26,43,32,33,57,59,55,54,51,50,45,60,70,75,78,58,74,63,56,56,73,45,58,64,56,8,12,9,11,10
24,63,70,1631,1,2,2,2020,56,42,51,62,36,63,47,35,57,50,73,63,75,59,76,56,55,66,60,40,57,63,52,44,41,67,57,66,68,14,8,15,8,16
22,63,67,1682,1,3,2,"Jun 30, 2019",54,39,60,72,44,54,56,49,66,64,60,69,66,55,72,62,58,64,57,43,63,58,61,64,47,53,62,56,61,6,13,11,10,6
20,63,78,1398,1,3,2,2020,29,25,60,35,30,39,25,28,28,42,66,65,55,55,64,41,77,67,78,20,72,63,31,35,43,48,60,62,60,7,9,5,12,10
35,63,63,1683,1,2,2,2018,64,55,42,58,57,60,61,50,49,57,70,75,78,71,75,59,37,72,53,49,51,60,66,64,43,66,57,47,50,9,11,11,12,10
25,63,66,1684,1,3,3,2020,52,60,53,63,53,67,55,48,60,64,56,60,62,56,54,54,61,66,73,59,53,56,63,67,47,55,55,58,52,11,8,15,12,11
23,63,68,1444,1,2,2,2020,48,22,59,52,21,31,27,31,36,48,65,68,55,53,64,61,81,68,76,26,73,52,21,35,36,51,61,68,60,9,12,8,7,10
25,63,68,1530,1,2,3,"Jun 30, 2019",39,63,66,60,58,64,59,48,55,66,60,57,60,60,60,63,59,59,72,62,30,19,57,65,69,51,16,22,18,8,14,8,5,9
29,63,63,1517,1,3,2,2019,54,58,55,58,47,65,24,21,44,62,69,73,68,55,72,66,47,59,84,41,59,36,68,48,62,54,22,25,18,16,10,12,12,7
25,63,66,1560,1,4,2,2020,49,67,59,56,64,56,58,38,43,61,70,69,67,59,61,61,70,71,70,52,55,26,63,49,61,52,18,18,15,11,11,15,10,7
22,63,70,947,1,2,1,2020,14,12,10,29,9,14,14,13,19,17,38,41,38,60,36,13,41,19,57,12,25,10,13,13,26,50,18,13,15,64,61,55,62,66
27,63,63,1493,1,3,2,2020,63,27,58,54,23,46,30,32,26,48,71,74,72,63,83,20,80,60,65,27,54,61,41,31,37,59,64,65,60,6,14,11,13,14
28,63,63,1527,1,3,2,2019,29,25,63,43,31,27,64,66,26,55,62,62,56,56,57,57,86,69,82,62,67,59,23,35,37,60,57,61,60,8,7,13,12,10
26,63,64,1724,1,3,2,2018,65,27,61,64,48,62,65,54,62,65,50,54,61,63,54,80,49,67,82,60,68,61,51,64,46,68,63,63,60,10,13,12,14,6
32,63,63,1667,1,3,2,2019,64,55,38,61,56,59,56,62,57,65,72,73,60,60,66,61,69,75,72,59,65,28,59,51,46,56,57,38,34,11,10,13,8,7
22,63,70,1645,1,5,3,2021,61,58,54,66,51,64,57,51,64,65,62,64,60,58,57,66,60,55,71,56,45,25,60,62,62,65,32,49,48,14,12,14,13,9
20,63,74,1524,1,3,3,2019,61,54,37,62,50,63,61,37,58,61,81,82,89,54,79,55,48,57,61,33,27,20,60,54,62,48,21,26,28,6,7,7,14,9
21,63,70,1629,1,2,2,2021,39,32,58,68,33,53,49,33,63,64,67,74,70,55,58,63,68,68,70,39,68,57,46,61,44,55,55,63,63,9,15,8,6,10
26,63,64,1643,1,3,3,2020,65,57,38,63,59,62,52,49,61,65,62,69,73,59,74,59,67,70,67,55,45,35,50,62,57,55,40,38,40,12,11,9,11,7
23,63,71,1260,1,3,2,2020,25,25,64,39,35,27,26,23,36,44,39,47,37,58,35,43,34,63,90,27,67,55,28,33,34,47,65,64,62,7,6,8,5,9
27,63,64,1135,1,2,1,2021,12,19,15,29,18,18,15,20,21,21,39,37,50,63,52,20,67,37,70,15,21,24,15,60,15,48,18,16,19,62,63,60,61,63
32,63,63,1695,1,3,2,2019,47,53,53,63,46,53,39,48,58,57,50,51,63,56,74,72,68,75,79,46,86,59,56,43,61,60,59,61,60,11,10,11,13,14
21,63,70,1565,1,3,3,2020,44,66,54,56,60,65,63,39,47,64,78,78,79,57,78,68,76,54,44,57,38,20,57,50,57,56,31,24,18,14,11,5,7,6
23,63,68,1561,1,2,2,2019,56,36,55,53,33,65,36,42,50,62,68,67,66,54,64,35,64,63,57,36,58,62,43,36,49,44,64,67,65,9,10,12,14,10
22,63,68,1595,1,3,2,2020,54,63,65,54,60,63,54,45,33,61,72,78,74,55,71,64,78,50,57,59,63,16,57,45,61,52,20,39,26,14,15,11,8,10
20,63,74,1604,1,3,3,2020,42,58,39,70,48,66,56,48,63,70,68,66,64,50,60,59,41,62,57,48,55,46,52,65,41,64,50,49,55,14,12,9,6,15
21,63,75,905,1,3,1,2021,10,8,12,20,6,5,10,10,21,17,28,27,28,49,34,26,34,25,70,8,18,21,5,38,11,36,20,10,14,69,59,64,66,62
25,63,66,1607,1,3,3,2018,45,66,51,57,64,58,65,54,40,64,67,74,69,64,74,65,65,63,53,65,43,22,64,54,63,59,43,21,16,11,11,15,15,6
27,63,63,1641,1,3,2,2022,58,47,51,60,47,52,64,43,59,64,68,76,64,67,69,52,60,62,52,42,52,59,45,42,44,47,58,65,61,16,11,11,6,14
23,63,68,1616,1,3,3,2019,64,61,33,62,45,65,60,52,58,63,79,73,90,52,93,60,86,38,34,46,32,40,63,55,56,65,33,40,33,12,7,9,9,13
24,63,66,1061,1,2,1,2019,20,17,12,28,19,19,17,17,16,16,48,42,56,55,40,25,48,36,63,11,24,14,6,24,30,46,16,18,11,64,59,63,59,68
27,63,63,1493,1,3,3,2023,58,57,42,56,38,73,35,36,44,64,77,78,75,61,65,64,72,72,64,38,25,15,47,44,51,63,40,22,18,8,11,16,12,15
21,63,76,973,1,2,1,2019,14,9,10,17,7,10,11,11,24,15,23,29,26,46,47,19,69,39,56,5,21,17,16,50,15,43,25,12,11,64,67,60,65,63
24,63,66,1691,1,3,3,2022,60,54,61,67,52,67,65,56,69,63,64,66,71,55,68,62,56,61,62,61,42,30,56,60,58,66,47,57,56,8,9,13,5,10
30,63,63,1538,1,3,3,2019,61,61,54,54,58,68,43,48,34,63,78,85,79,64,78,63,59,64,43,56,47,15,54,45,45,48,18,16,17,15,15,6,16,16
24,63,67,1164,1,3,1,2019,17,18,12,27,11,19,13,20,32,22,55,51,43,65,53,33,78,37,60,12,38,20,12,50,20,32,10,15,13,62,58,63,60,65
29,63,63,1448,1,3,2,2019,30,18,46,31,40,30,29,29,46,54,62,61,63,55,68,39,80,78,81,23,75,58,27,31,33,55,60,67,69,15,15,13,15,7
26,63,66,1392,1,2,2,2019,24,24,60,63,26,34,31,24,52,59,61,61,55,49,61,33,73,65,71,18,50,61,27,30,35,47,62,64,65,14,11,11,7,11
30,63,63,1089,1,2,1,2020,14,18,16,36,15,16,13,17,23,17,46,47,35,53,46,17,56,38,70,13,18,19,17,26,23,57,29,20,20,64,62,59,59,67
29,63,63,1518,1,3,2,2020,49,33,59,53,28,51,36,30,52,48,61,65,70,60,53,49,36,70,75,37,68,65,38,45,49,48,63,61,62,13,12,13,6,8
19,63,82,1650,1,2,3,2020,59,37,48,71,42,63,59,42,68,66,60,62,72,63,79,58,46,58,48,51,55,53,51,62,47,70,61,64,60,6,11,5,11,12
20,63,72,1448,1,3,2,"Jun 30, 2019",36,70,72,54,49,58,45,42,35,61,56,64,59,56,65,61,61,55,50,58,38,18,61,52,74,52,20,20,14,6,8,13,11,6
25,63,67,1062,1,3,1,2019,12,14,19,33,11,18,19,14,21,32,42,41,47,49,68,13,56,28,53,14,25,11,5,28,31,40,18,16,19,67,59,49,61,69
26,63,66,1557,1,3,2,2019,57,35,55,59,36,58,37,35,46,58,67,66,60,59,62,47,61,56,65,38,54,58,42,42,49,52,65,68,66,14,7,11,13,11
22,63,74,1541,1,3,2,2020,58,32,51,45,31,59,40,35,27,60,73,74,70,58,73,35,69,68,60,29,57,65,52,39,42,51,56,67,63,14,12,10,6,11
22,63,68,1794,1,3,2,2019,61,56,47,66,52,61,71,61,60,63,72,70,70,61,67,61,62,79,61,57,60,57,62,65,56,60,58,55,57,14,11,14,14,13
22,63,72,1350,1,3,2,2020,34,21,65,55,24,38,27,31,39,42,42,50,28,53,35,42,75,63,74,26,61,59,36,38,42,60,62,65,65,9,13,14,15,7
21,63,69,1597,1,3,3,2020,66,59,38,59,49,70,70,59,59,71,58,55,64,59,64,65,34,45,43,60,45,43,58,61,58,56,57,31,39,15,6,14,10,13
29,63,63,1683,1,2,2,2020,60,58,54,60,43,59,55,32,38,61,75,77,52,61,51,53,56,75,78,48,65,60,63,58,60,56,56,60,52,11,9,14,13,16
27,63,63,1579,1,2,3,2019,67,49,23,56,37,65,50,45,52,60,85,81,91,51,91,42,81,69,34,50,36,35,56,54,49,53,36,40,38,12,7,9,13,15
21,63,69,1661,1,3,2,2019,68,42,52,57,46,57,53,31,47,57,77,76,75,58,72,56,73,74,48,46,55,56,54,53,40,52,64,58,58,11,14,8,10,15
24,63,69,1699,1,3,2,2019,52,58,52,62,54,67,64,42,54,60,74,75,82,60,83,62,75,66,61,48,48,41,55,66,48,69,45,47,52,14,9,12,5,6
19,63,80,1439,1,3,3,2023,64,44,25,58,44,69,53,44,52,67,83,79,82,50,75,56,32,55,32,43,27,20,49,58,40,50,32,27,25,10,15,9,8,12
30,63,63,1569,1,3,2,2022,56,35,52,59,25,45,60,63,25,43,72,79,64,63,79,33,72,82,45,23,62,57,60,57,37,58,59,68,60,6,8,6,6,8
26,63,66,1426,1,2,2,2023,44,29,67,62,34,31,40,35,48,44,36,46,31,61,58,53,50,56,74,42,67,55,35,36,52,55,55,67,63,8,13,15,7,12
24,63,67,1594,1,2,2,2019,64,33,60,61,26,54,57,30,52,55,60,61,43,59,55,55,69,68,81,43,75,64,36,37,32,64,60,65,64,16,15,14,15,15
22,63,72,1496,1,4,2,2020,42,65,62,59,62,57,53,35,41,62,58,63,61,56,50,64,74,57,77,55,36,17,62,45,55,62,45,14,13,6,15,15,12,8
21,63,73,1437,1,3,2,2019,33,29,61,52,29,39,36,37,44,41,55,56,47,52,53,49,68,68,75,31,75,58,27,36,39,45,60,64,65,12,14,12,10,10
21,63,74,1679,1,3,2,2023,69,52,48,66,34,63,62,68,62,55,80,82,87,53,74,50,73,73,47,50,55,42,57,64,52,61,28,38,45,13,6,7,15,9
25,63,66,1656,1,3,2,2023,36,48,41,67,38,53,56,55,63,53,61,53,65,60,82,64,66,91,42,60,60,61,54,67,39,56,59,54,52,7,10,16,11,12
20,63,68,1487,1,3,2,2021,50,66,62,55,46,66,40,32,59,62,74,72,65,59,58,60,64,44,68,54,38,25,55,58,60,55,19,19,16,6,6,5,10,14
19,63,78,1464,1,2,2,2022,34,27,55,66,35,35,37,28,67,57,64,62,43,64,66,43,71,64,63,23,55,65,29,30,49,58,64,63,62,8,8,5,10,12
24,63,70,1524,1,3,2,2019,46,68,58,59,61,61,48,38,44,63,66,60,66,54,71,71,67,50,54,60,45,17,62,55,62,52,20,16,24,12,9,14,10,13
22,63,72,1622,1,3,2,2021,57,39,60,73,38,63,45,49,72,57,54,53,48,61,51,58,62,64,56,43,70,64,47,56,55,52,62,60,60,9,5,10,7,14
20,63,73,1489,1,4,2,2019,33,64,64,55,61,52,48,33,41,57,67,75,58,58,66,69,61,49,69,67,32,28,56,47,71,55,26,15,18,13,6,7,12,11
20,63,73,1547,1,3,3,2020,54,63,39,63,55,67,48,56,51,66,73,70,66,57,80,66,51,52,45,62,39,31,54,60,47,49,35,32,33,6,7,6,5,8
26,63,64,1705,1,2,2,2022,61,46,43,58,45,60,59,45,56,56,81,86,78,58,71,64,61,69,57,48,64,60,49,62,35,57,58,62,60,11,7,13,13,9
23,63,71,1738,1,3,2,2021,57,63,65,68,57,59,48,38,66,58,67,71,63,54,59,63,72,60,63,59,69,49,65,64,63,55,56,59,55,11,8,11,8,10
27,63,63,1491,1,2,2,2020,34,61,67,59,46,58,30,32,42,57,66,66,61,61,57,67,61,65,68,59,54,24,62,62,57,45,22,24,20,12,8,7,15,7
22,63,70,1328,1,3,2,2020,26,19,63,56,24,27,27,25,41,47,55,54,45,58,59,36,69,70,67,23,62,57,30,23,31,51,60,66,64,9,6,10,9,10
22,63,68,1597,1,3,3,2021,55,43,40,68,46,68,41,47,61,68,70,67,66,61,40,52,40,64,63,41,63,44,56,59,51,70,58,59,56,12,7,8,12,11
20,63,74,1539,1,3,2,2021,59,27,56,54,30,62,36,42,39,55,69,66,63,57,71,31,63,69,60,28,56,60,55,43,48,56,59,67,66,12,6,11,7,12
27,63,63,1477,1,3,2,2019,39,65,73,54,49,63,50,39,36,59,59,60,57,56,55,63,63,65,59,67,32,14,60,55,76,48,23,21,19,6,9,8,10,13
22,63,71,1779,1,3,2,2020,55,40,56,65,44,60,58,58,63,62,73,69,68,62,69,60,70,81,71,48,62,65,54,57,48,65,63,65,64,9,16,16,15,13
25,63,65,1412,1,2,2,2020,32,33,63,41,25,49,32,28,29,46,57,67,57,56,62,28,72,61,75,25,59,61,39,37,38,44,60,65,64,13,6,14,9,9
24,63,70,1027,1,2,1,2023,12,16,18,24,20,13,16,17,24,17,26,26,30,61,36,25,59,19,68,12,20,19,16,45,18,27,25,18,20,66,60,56,59,66
20,63,70,1570,1,2,2,2019,59,26,50,56,31,63,34,31,53,62,68,75,52,57,82,56,69,62,73,32,64,64,57,33,24,67,63,65,62,14,6,7,14,6
30,63,63,1089,1,3,1,2021,19,18,13,23,19,11,17,20,24,20,46,44,33,58,51,18,65,35,65,16,16,18,15,48,18,51,15,20,13,65,60,58,63,65
22,63,71,1394,1,4,2,2020,31,26,63,54,36,48,29,33,43,58,55,54,49,61,49,40,55,57,79,22,59,60,22,36,33,45,59,64,62,13,8,12,10,14
22,63,71,1693,1,3,3,2020,63,64,45,54,62,66,57,38,55,64,78,75,74,55,73,61,59,69,63,51,52,54,53,48,37,60,59,59,59,7,9,8,11,11
22,63,73,1456,1,3,3,2021,55,57,45,58,48,66,38,35,44,65,81,77,71,56,62,63,46,60,35,36,28,24,55,64,46,44,32,28,29,13,9,7,10,13
22,63,69,1571,1,4,3,2021,60,58,42,61,56,66,53,51,56,62,77,71,75,56,71,57,74,60,60,60,37,22,60,57,56,70,21,20,21,11,8,13,10,9
23,63,68,1419,1,3,2,2020,50,17,64,58,27,39,23,49,46,46,55,63,48,54,60,46,57,58,72,24,57,60,23,33,39,49,64,65,63,12,14,12,11,10
29,63,63,1561,1,3,2,2021,59,43,41,74,42,58,49,42,69,68,59,61,64,55,68,52,53,83,70,37,48,40,44,61,49,64,39,43,40,7,15,7,13,8
20,63,78,1427,1,2,2,2022,34,35,68,47,26,37,33,31,44,43,68,74,52,55,50,37,78,62,78,25,61,56,33,43,36,43,55,63,64,5,14,7,5,8
22,63,70,1555,1,3,2,"Dec 31, 2018",51,20,50,58,33,56,39,20,54,60,69,65,60,63,70,40,76,69,69,25,67,65,40,40,50,56,60,64,62,15,8,16,13,8
22,63,72,1638,1,2,2,2019,45,39,53,67,33,61,41,42,65,63,64,57,73,62,74,43,62,69,65,44,68,66,47,63,43,53,58,62,60,7,13,10,7,12
26,63,63,1128,1,2,1,2019,18,12,16,33,14,26,12,12,23,29,55,55,55,58,58,30,68,30,65,14,17,18,16,24,24,56,11,11,16,63,62,57,60,66
29,63,64,1462,1,3,2,2018,23,39,56,55,33,52,32,28,55,52,50,59,43,56,51,66,73,65,87,46,65,50,22,31,33,58,60,65,57,10,9,13,12,14
30,63,63,1597,1,3,2,2020,36,64,55,44,57,62,37,45,40,64,80,78,86,61,90,63,62,77,68,54,36,24,57,58,58,60,40,20,15,16,9,16,10,15
25,63,68,1625,1,3,2,2021,59,66,27,68,52,58,62,55,60,65,64,69,64,59,59,61,54,69,66,67,50,38,45,61,47,57,36,52,44,10,13,7,8,10
19,63,76,1373,1,3,2,2021,22,22,58,52,22,44,33,27,27,47,68,65,51,59,58,45,70,64,73,24,64,64,25,24,37,48,61,64,62,7,7,11,10,6
38,63,63,1101,1,1,1,2019,12,19,14,36,16,16,10,19,28,24,35,35,52,67,31,36,51,41,54,17,44,26,16,43,17,47,11,15,9,56,59,64,69,59
22,63,68,1669,1,3,3,2020,55,60,46,57,65,66,68,69,50,63,87,90,81,52,53,72,73,64,58,69,53,18,56,47,61,58,47,25,18,7,13,9,11,6
26,63,66,1605,1,2,2,"Jan 31, 2019",53,44,60,51,35,52,30,26,47,55,75,75,75,62,67,53,80,76,75,40,57,59,49,46,30,52,60,65,64,6,10,15,6,7
23,63,67,1616,1,2,3,2019,60,51,49,58,51,64,53,48,53,62,89,89,92,46,90,63,51,72,46,46,45,28,55,53,55,51,28,36,32,13,10,6,9,13
20,63,79,1620,1,3,3,2019,44,58,45,66,38,64,44,47,60,67,66,65,64,64,66,52,65,51,53,53,58,52,59,67,51,58,58,48,47,9,13,9,6,11
21,63,75,1675,1,3,2,2020,64,40,58,60,36,69,45,37,38,60,84,79,79,54,87,56,85,66,45,36,79,62,50,48,37,48,56,56,58,13,11,10,8,9
19,63,74,1719,1,4,3,2021,70,61,51,69,58,68,65,56,61,67,67,72,67,65,75,63,60,75,64,56,44,42,53,63,30,54,59,55,47,8,6,10,5,7
26,63,64,1549,1,3,3,2021,57,57,42,59,51,67,55,45,53,65,79,75,78,52,78,55,49,54,58,48,36,23,58,58,53,54,40,28,25,9,12,8,8,14
29,63,63,1649,1,3,3,2021,58,40,39,71,33,63,70,66,70,67,52,55,56,66,65,31,55,53,71,33,65,58,43,63,67,66,66,59,53,10,14,11,11,15
29,63,64,1156,1,3,1,2019,14,14,11,24,15,15,14,19,23,22,57,58,56,60,47,24,73,34,67,14,34,26,16,44,19,50,13,14,15,65,59,63,64,63
19,63,79,1628,1,3,2,2022,53,33,45,66,28,57,55,60,63,61,64,66,66,60,69,61,72,69,63,42,60,58,41,59,41,54,58,64,61,5,5,9,7,7
23,63,70,1314,1,2,2,2020,28,17,59,52,25,28,29,27,21,40,53,47,46,54,46,46,69,66,86,18,69,61,21,28,38,56,59,60,61,14,7,11,15,13
25,63,66,1698,1,3,2,2020,53,54,41,64,47,59,46,43,63,62,70,71,71,62,73,59,63,66,67,53,62,61,52,66,49,51,60,61,60,11,8,8,7,6
19,63,81,1655,1,3,2,2020,54,62,34,65,53,68,62,58,62,61,68,70,78,54,80,60,73,53,38,59,50,25,46,64,61,54,45,53,54,6,10,9,12,8
29,63,63,1548,1,2,2,2021,39,26,65,42,31,60,40,39,31,61,69,57,59,72,73,34,86,63,51,28,55,67,45,59,47,43,63,71,68,9,7,14,8,9
21,63,73,1730,1,3,2,2020,55,60,58,60,52,61,58,57,56,59,85,83,85,63,72,59,67,71,64,58,55,40,63,58,61,60,29,49,48,12,5,14,7,6
29,63,63,1375,1,2,2,2019,44,31,60,49,34,26,27,29,46,48,54,60,34,61,42,54,70,59,89,23,62,64,22,35,31,62,58,60,56,5,14,11,12,5
21,63,72,1690,1,2,2,2019,49,46,53,68,42,62,55,43,63,67,66,68,68,67,70,59,59,77,59,48,63,59,58,65,45,61,55,54,55,8,9,7,7,16
23,63,69,1466,1,3,2,2023,31,67,58,52,39,48,48,32,39,56,70,72,55,61,54,70,66,69,87,52,38,30,55,42,49,46,41,15,20,9,13,8,7,13
24,63,68,1348,1,3,2,2019,34,17,58,61,25,28,20,22,48,48,50,48,58,51,63,36,76,66,69,22,60,55,24,44,26,46,63,70,63,9,7,8,8,11
20,63,72,1758,1,4,2,2020,60,45,57,67,53,63,68,66,63,62,73,68,65,62,68,62,65,68,55,54,63,61,52,58,53,62,59,62,62,14,9,7,6,8
31,63,63,1759,1,2,2,2019,58,45,61,64,37,60,67,74,57,52,53,71,75,56,62,69,67,85,64,62,63,63,55,49,53,66,60,62,61,11,6,13,14,10
20,63,75,1536,1,3,2,2020,60,30,60,59,34,61,45,22,46,56,61,64,54,59,48,36,55,65,70,41,61,59,54,45,43,46,65,65,63,14,12,12,10,7
18,63,84,1559,1,4,3,2019,42,62,55,53,37,67,53,30,38,66,76,78,75,60,74,65,63,62,60,64,50,40,58,43,60,60,11,35,35,15,7,10,7,8
18,63,81,1592,1,3,3,2022,54,50,34,60,48,68,58,50,58,67,74,65,77,58,83,58,51,61,40,60,53,42,55,62,48,59,31,42,36,12,11,8,12,6
18,63,82,1659,1,3,2,2023,55,48,62,70,42,59,49,45,66,59,63,65,60,59,57,61,61,54,56,45,63,58,47,59,56,56,57,64,64,11,11,9,13,11
20,63,72,1546,1,4,3,2020,58,62,34,57,48,76,41,38,44,63,82,77,81,70,75,59,83,48,47,39,67,22,49,43,52,67,29,28,25,10,8,10,13,8
24,63,68,1702,1,3,2,"Jun 30, 2019",56,58,49,58,52,61,70,68,58,59,91,88,79,62,83,62,64,76,59,59,52,26,62,58,59,62,41,26,22,7,8,11,7,11
23,63,67,1726,1,3,3,2023,54,56,49,64,63,65,46,45,63,66,68,63,72,61,73,70,62,74,56,64,53,60,53,51,48,60,58,62,60,8,12,8,5,14
27,63,64,1586,1,3,2,2020,63,36,48,61,36,51,29,19,55,59,70,68,67,52,62,62,59,75,68,40,62,66,52,45,51,63,55,62,63,11,15,9,7,8
31,63,63,1722,1,1,2,2018,58,56,56,59,48,58,48,58,58,56,83,77,74,67,70,56,76,82,68,48,38,64,62,52,59,55,25,52,51,9,16,10,13,15
23,63,68,1615,1,3,3,2020,50,63,58,59,60,66,48,57,46,64,70,72,66,56,68,61,57,61,63,62,56,26,62,58,60,59,35,27,24,14,8,15,14,9
25,63,65,1594,1,3,2,"Jun 30, 2019",44,63,68,62,47,60,46,52,57,58,70,71,65,58,58,59,81,69,72,55,60,36,62,44,40,55,33,28,35,7,7,10,10,7
26,63,68,1063,1,2,1,,20,13,18,24,16,13,14,20,27,23,42,40,38,65,37,14,51,36,70,13,23,23,16,40,15,57,19,15,11,63,59,59,62,64
21,63,72,1506,1,3,2,2020,62,31,48,59,30,59,29,32,55,43,69,65,56,57,76,25,57,73,58,33,54,63,50,34,34,53,63,69,65,8,15,14,12,8
19,63,78,1423,1,2,2,2021,38,65,63,59,46,58,41,38,33,65,58,60,57,60,48,55,62,59,70,57,30,19,66,52,61,56,17,15,21,8,7,7,14,14
18,63,79,1546,1,3,3,2021,61,50,46,63,50,68,48,56,57,65,67,64,63,58,67,60,39,60,57,45,40,23,58,55,52,68,40,33,40,11,13,15,9,13
23,63,69,1607,1,3,3,2021,52,56,45,56,54,71,51,45,45,68,82,83,77,52,76,67,67,53,65,57,45,20,56,53,63,52,40,27,32,13,7,10,13,6
21,63,65,1494,1,3,2,2021,39,66,61,49,64,61,59,39,40,59,70,69,59,60,74,62,63,63,57,63,29,15,62,55,68,49,17,13,15,7,11,7,6,12
24,63,69,1013,1,2,1,2020,16,12,17,30,19,17,17,15,18,20,34,42,34,52,35,24,50,34,60,14,24,18,10,27,21,58,12,19,11,65,60,59,59,68
